"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"22520","2",8124869,8124985,"+",38,452,8124921,158,"three_prime_UTR","AT2G18740","protein_coding","8124711","8125078",NA,NA,NA,NA,NA,NA,27.599651993479,42.72580460574,67.1615959661712,45.8290175217967
"22525","2",8128511,8128673,"+",34,228,8128620,45,"three_prime_UTR","AT2G18750","protein_coding","8128364","8128702",NA,NA,NA,NA,NA,NA,22.5815334492101,24.923386020015,19.373537297934,22.2928189223864
"22532","2",8136444,8136647,"+",46,273,8136489,92,"three_prime_UTR","AT2G18770","protein_coding","8136361","8136646",NA,NA,NA,NA,NA,NA,23.2087982672437,29.1620571118543,27.5534752681728,26.6414435490903
"22539","2",8144327,8144363,"+",13,69,8144355,32,"three_prime_UTR","AT2G18790","protein_coding","8143650","8144430",NA,NA,NA,NA,NA,NA,8.15444263443696,7.96870165265786,3.8747074595868,6.66595058222721
"22540","2",8144391,8144472,"+",34,317,8144427,108,"three_prime_UTR","AT2G18790","protein_coding","8143650","8144430",NA,NA,NA,NA,NA,NA,27.599651993479,38.9957740449214,18.5124911958036,28.3693057447347
"22545","2",8160012,8160026,"+",11,110,8160018,86,"three_prime_UTR","AT2G18840","protein_coding","8159849","8160091",NA,NA,NA,NA,NA,NA,11.9180315426386,13.2246538065386,5.5967996638476,10.2464950043416
"22547","2",8160080,8160127,"+",15,89,8160085,59,"three_prime_UTR","AT2G18840","protein_coding","8159849","8160091",NA,NA,NA,NA,NA,NA,10.0362370885378,9.66417008939357,6.8883688170432,8.86292533165819
"22550","2",8163552,8163686,"+",26,50,8163587,6,"three_prime_UTR","AT2G18850","protein_coding","8163480","8163762",NA,NA,NA,NA,NA,NA,4.39085372623529,4.40821793551286,7.3188918681084,5.37265450995218
"22558","2",8165851,8165978,"+",29,108,8165906,31,"three_prime_UTR","AT2G18860","protein_coding","8165625","8166006",NA,NA,NA,NA,NA,NA,15.6816204508403,9.15552955837286,12.4851684808908,12.4407728300347
"22560","2",8167385,8167398,"+",8,25,8167387,6,"intergenic","AT2G18860","protein_coding","8166006","8167471","AT2G18860",8163942,8166006,"AT2G18870",8167471,8168668,1.88179445410084,1.52592159306214,5.5967996638476,3.00150523700353
"22561","2",8170852,8170872,"+",5,64,8170867,52,"intron","AT2G18876","protein_coding","8170842","8170967",NA,NA,NA,NA,NA,NA,8.78170745247058,7.12096743429,3.4441844085216,6.44895309842739
"22562","2",8171027,8171058,"+",7,52,8171058,23,"intron","AT2G18876","protein_coding","8171031","8171109",NA,NA,NA,NA,NA,NA,8.78170745247058,5.25595215388072,3.0136613574564,5.68377365460256
"22564","2",8172404,8172419,"+",7,31,8172405,9,"three_prime_UTR","AT2G18876","protein_coding","8172288","8172523",NA,NA,NA,NA,NA,NA,1.25452963606723,2.03456212408286,7.3188918681084,3.53599454275283
"22565","2",8172473,8172494,"+",8,32,8172489,12,"three_prime_UTR","AT2G18876","protein_coding","8172288","8172523",NA,NA,NA,NA,NA,NA,2.50905927213445,2.88229634245071,4.7357535617172,3.37570305876746
"22575","2",8186754,8186821,"+",21,96,8186797,42,"three_prime_UTR","AT2G18890","protein_coding","8186686","8186842",NA,NA,NA,NA,NA,NA,11.9180315426386,8.98598271469929,10.3325532255648,10.4121891609676
"22585","2",8210213,8210381,"+",28,150,8210233,53,"three_prime_UTR","AT2G18950","protein_coding","8210048","8210513",NA,NA,NA,NA,NA,NA,16.3088852688739,14.7505753996007,15.9293528894124,15.662937852629
"22586","2",8210421,8210507,"+",12,38,8210482,13,"three_prime_UTR","AT2G18950","protein_coding","8210048","8210513",NA,NA,NA,NA,NA,NA,1.88179445410084,4.23867109183929,4.305230510652,3.47523201886404
"22596","2",8222174,8222187,"+",12,49,8222183,19,"five_prime_UTR","AT2G18960","protein_coding","8222153","8223063",NA,NA,NA,NA,NA,NA,11.290766724605,2.37365581143,7.3188918681084,6.99443813471448
"22607","2",8227376,8227662,"+",128,2891,8227514,453,"three_prime_UTR","AT2G18960","protein_coding","8227269","8227622",NA,NA,NA,NA,NA,NA,289.796345931529,287.890540557724,314.712350328661,297.466412272638
"22623","2",8264895,8264988,"+",29,225,8264943,38,"three_prime_UTR","AT2G19080","protein_coding","8264577","8264967",NA,NA,NA,NA,NA,NA,30.1087112656134,22.3801833649114,19.373537297934,23.9541439761529
"22635","2",8286419,8286469,"+",21,69,8286469,13,"three_prime_UTR","AT2G19110","protein_coding","8286256","8286561",NA,NA,NA,NA,NA,NA,11.290766724605,4.40821793551286,10.76307627663,8.82068697891596
"22640","2",8296363,8296483,"+",24,118,8296446,45,"three_prime_UTR","AT2G19130","protein_coding","8296276","8296485",NA,NA,NA,NA,NA,NA,6.89991299836974,11.3596385261293,17.220922042608,11.826824522369
"22648","2",8313901,8313926,"+",17,65,8313917,19,"three_prime_UTR","AT2G19160","protein_coding","8313596","8314008",NA,NA,NA,NA,NA,NA,4.39085372623529,7.46006112163714,6.0273227149128,5.95941252092841
"22649","2",8313974,8313979,"+",6,41,8313977,13,"three_prime_UTR","AT2G19160","protein_coding","8313596","8314008",NA,NA,NA,NA,NA,NA,4.39085372623529,4.91685846653357,2.152615255326,3.82010914936495
"22655","2",8325813,8325872,"+",11,39,8325853,12,"three_prime_UTR","AT2G19180","protein_coding","8325698","8326106",NA,NA,NA,NA,NA,NA,1.88179445410084,5.08640531020714,2.5831383063912,3.18377935689973
"22656","2",8325903,8325930,"+",12,137,8325925,33,"three_prime_UTR","AT2G19180","protein_coding","8325698","8326106",NA,NA,NA,NA,NA,NA,10.6635019065714,13.055106962865,18.5124911958036,14.07703335508
"22657","2",8325959,8325985,"+",9,38,8325985,12,"three_prime_UTR","AT2G19180","protein_coding","8325698","8326106",NA,NA,NA,NA,NA,NA,3.13632409016806,4.57776477918643,2.5831383063912,3.4324090585819
"22669","2",8360126,8360183,"+",16,78,8360170,40,"three_prime_UTR","AT2G19260","protein_coding","8359932","8360212",NA,NA,NA,NA,NA,NA,9.40897227050419,7.29051427796357,8.610461021304,8.43664918992392
"22684","2",8377305,8377386,"+",12,30,8377324,13,"three_prime_UTR","AT2G19350","protein_coding","8377098","8377356",NA,NA,NA,NA,NA,NA,4.39085372623529,3.05184318612429,2.152615255326,3.19843738922853
"22692","2",8388692,8388762,"+",22,93,8388735,19,"three_prime_UTR","AT2G19385","protein_coding","8388582","8388790",NA,NA,NA,NA,NA,NA,11.290766724605,8.81643587102572,9.9020301744996,10.0030775900434
"22707","2",8417838,8418032,"+",40,129,8417934,14,"three_prime_UTR","AT2G19430","protein_coding","8417741","8417994",NA,NA,NA,NA,NA,NA,15.0543556328067,13.7332943375593,10.3325532255648,13.0400677319769
"22723","2",8432105,8432114,"+",7,46,8432110,21,"three_prime_UTR","AT2G19460","protein_coding","8431932","8432269",NA,NA,NA,NA,NA,NA,3.76358890820168,5.59504584122786,3.0136613574564,4.12409870229531
"22735","2",8441156,8441352,"+",78,1754,8441287,328,"three_prime_UTR","AT2G19480","protein_coding","8441041","8441384",NA,NA,NA,NA,NA,NA,198.215682498622,188.536090165011,140.350514647255,175.700762436963
"22737","2",8444143,8444235,"+",15,85,8444185,31,"three_prime_UTR","AT2G19490","protein_coding","8444007","8444233",NA,NA,NA,NA,NA,NA,6.27264818033613,9.83371693306714,7.3188918681084,7.80841899383722
"22750","2",8459396,8459526,"+",46,556,8459509,80,"three_prime_UTR","AT2G19520","protein_coding","8459236","8459642",NA,NA,NA,NA,NA,NA,63.9810114394285,58.154567380035,47.7880586682372,56.6412124959002
"22754","2",8464442,8464581,"+",52,436,8464515,90,"three_prime_UTR","AT2G19540","protein_coding","8464348","8464534",NA,NA,NA,NA,NA,NA,45.1630668984201,44.4212730424757,43.9133512086504,44.4992303831821
"22776","2",8483719,8483747,"+",19,73,8483727,21,"three_prime_UTR","AT2G19600","protein_coding","8483483","8483854",NA,NA,NA,NA,NA,NA,5.64538336230251,7.79915480898429,7.7494149191736,7.06465103015347
"22778","2",8483825,8483838,"+",9,51,8483835,15,"three_prime_UTR","AT2G19600","protein_coding","8483483","8483854",NA,NA,NA,NA,NA,NA,6.27264818033613,4.57776477918643,6.0273227149128,5.62591189147845
"22786","2",8492850,8492942,"+",17,111,8492921,36,"intergenic","AT2G19640","protein_coding","8492920","8500946","AT2G19640",8491388,8492920,"AT2G19680",8500946,8502955,13.1725611787059,11.86827905715,8.610461021304,11.2171004190533
"22791","2",8502790,8502897,"+",30,349,8502826,75,"three_prime_UTR","AT2G19680","protein_coding","8502623","8502955",NA,NA,NA,NA,NA,NA,31.3632409016806,34.7571029530821,40.4691668001288,35.5298368849639
"22795","2",8504737,8504784,"+",13,51,8504750,19,"three_prime_UTR","AT2G19690","protein_coding","8504356","8504762",NA,NA,NA,NA,NA,NA,6.27264818033613,4.91685846653357,5.1662766127824,5.45192775321737
"22808","2",8510018,8510047,"+",8,30,8510042,19,"three_prime_UTR","AT2G19710","protein_coding","8509818","8510081",NA,NA,NA,NA,NA,NA,4.39085372623529,3.22139002979786,1.7220922042608,3.11144532009798
"22811","2",8512993,8513291,"+",125,5782,8513210,1796,"three_prime_UTR","AT2G19730","protein_coding","8512996","8513291",NA,NA,NA,NA,NA,NA,628.51934766968,556.113647249314,645.7845765978,610.139190505598
"22816","2",8514415,8514605,"+",101,1850,8514520,427,"three_prime_UTR","AT2G19740","protein_coding","8514347","8514666",NA,NA,NA,NA,NA,NA,200.097476952722,200.743462909509,149.391498719624,183.410812860618
"22822","2",8515899,8516167,"+",126,1906,8516091,263,"three_prime_UTR","AT2G19750","protein_coding","8515807","8516138",NA,NA,NA,NA,NA,NA,182.534062047781,195.826604442975,198.040603489992,192.133756660249
"22834","2",8528475,8528486,"+",6,62,8528481,51,"three_prime_UTR","AT2G19790","protein_coding","8528396","8528685",NA,NA,NA,NA,NA,NA,5.64538336230251,6.27323321592214,6.8883688170432,6.26899513175595
"22835","2",8528521,8528584,"+",22,194,8528524,51,"three_prime_UTR","AT2G19790","protein_coding","8528396","8528685",NA,NA,NA,NA,NA,NA,30.1087112656134,20.3456212408286,11.1935993276952,20.5493106113791
"22842","2",8546927,8546974,"+",20,31,8546971,4,"intergenic","AT2G19790","protein_coding","8528685","8550253","AT2G19790",8527175,8528685,"AT2G19810",8550253,8551979,1.25452963606723,2.54320265510357,6.0273227149128,3.2750183353612
"22861","2",8557897,8557913,"+",14,67,8557900,30,"intergenic","AT2G19810","protein_coding","8551979","8568569","AT2G19810",8550253,8551979,"AT2G19850",8568569,8569890,8.78170745247058,5.08640531020714,9.9020301744996,7.92338097905911
"22869","2",8573854,8573952,"+",26,117,8573913,32,"three_prime_UTR","AT2G19860","protein_coding","8573763","8574067",NA,NA,NA,NA,NA,NA,11.9180315426386,9.32507640204643,18.5124911958036,13.2518663801629
"22870","2",8573979,8574042,"+",16,64,8574001,23,"three_prime_UTR","AT2G19860","protein_coding","8573763","8574067",NA,NA,NA,NA,NA,NA,6.89991299836974,4.74731162286,10.76307627663,7.47010029928658
"22877","2",8577861,8578023,"+",41,422,8577906,207,"three_prime_UTR","AT2G19870","protein_coding","8577804","8578002",NA,NA,NA,NA,NA,NA,40.7722131721848,43.4039919804343,43.4828281575852,42.5530111034014
"22884","2",8585223,8585508,"+",63,238,8585312,36,"three_prime_UTR","AT2G19880","protein_coding","8585119","8585500",NA,NA,NA,NA,NA,NA,24.4633279033109,23.5670112706264,25.831383063912,24.6205740792831
"22892","2",8615861,8616003,"+",40,319,8615985,89,"three_prime_UTR","AT2G19940","protein_coding","8615650","8616117",NA,NA,NA,NA,NA,NA,31.9905057197142,30.1793381738957,38.747074595868,33.638972829826
"22903","2",8647143,8647214,"+",28,177,8647211,56,"three_prime_UTR","AT2G20020","protein_coding","8647091","8647291",NA,NA,NA,NA,NA,NA,17.5634149049412,18.1415122730721,18.0819681447384,17.9289651075839
"22908","2",8661390,8661502,"+",49,414,8661402,73,"three_prime_UTR","AT2G20060","protein_coding","8661228","8661558",NA,NA,NA,NA,NA,NA,31.9905057197142,47.3035693849264,36.1639362894768,38.4860037980392
"22933","2",8694936,8695154,"+",71,499,8694955,75,"three_prime_UTR","AT2G20140","protein_coding","8694838","8695111",NA,NA,NA,NA,NA,NA,55.8265688049915,48.659944134315,52.9543352810196,52.4802827401087
"22940","2",8696663,8696671,"+",5,42,8696666,33,"intergenic","AT2G20142","protein_coding","8696643","8697300","AT2G20142",8695374,8696643,"AT2G20150",8697300,8699299,1.25452963606723,5.08640531020714,4.305230510652,3.54872181897546
"22942","2",8697084,8697123,"+",7,33,8697106,11,"intergenic","AT2G20142","protein_coding","8696643","8697300","AT2G20142",8695374,8696643,"AT2G20150",8697300,8699299,3.76358890820168,3.22139002979786,3.4441844085216,3.47638778217371
"22954","2",8727503,8727627,"+",34,553,8727607,275,"three_prime_UTR","AT2G20230","protein_coding","8727389","8727742",NA,NA,NA,NA,NA,NA,52.0629798967898,50.0163188837036,75.34153393641,59.1402775723012
"22963","2",8737683,8737863,"+",77,6820,8737763,1401,"three_prime_UTR","AT2G20260","protein_coding","8737645","8737767",NA,NA,NA,NA,NA,NA,540.075008326941,749.227502193512,663.005498640408,650.769336386954
"22971","2",8760583,8760597,"+",13,66,8760586,11,"intergenic","AT2G20260","protein_coding","8737767","8766486","AT2G20260",8736734,8737767,"AT2G20320",8766486,8772668,3.76358890820168,4.57776477918643,14.2072606851516,7.51620479084657
"22985","2",8782596,8782663,"+",11,26,8782663,12,"three_prime_UTR","AT2G20340","protein_coding","8782491","8782789",NA,NA,NA,NA,NA,NA,3.13632409016806,1.52592159306214,5.1662766127824,3.27617409867087
"22986","2",8782709,8782795,"+",18,74,8782779,16,"three_prime_UTR","AT2G20340","protein_coding","8782491","8782789",NA,NA,NA,NA,NA,NA,6.27264818033613,7.96870165265786,7.3188918681084,7.1867472337008
"22994","2",8789276,8789525,"+",63,748,8789397,84,"three_prime_UTR","AT2G20360","protein_coding","8789099","8789570",NA,NA,NA,NA,NA,NA,85.3080152525713,67.8187374694286,91.2708868258224,81.4658798492741
"23000","2",8794301,8794359,"+",20,94,8794352,15,"three_prime_UTR","AT2G20370","protein_coding","8794215","8794401",NA,NA,NA,NA,NA,NA,6.89991299836974,11.1900916824557,7.3188918681084,8.46963218297795
"23001","2",8794390,8794424,"+",16,142,8794403,61,"intergenic","AT2G20370","protein_coding","8794401","8799041","AT2G20370",8791939,8794401,"AT2G20400",8799041,8801973,6.89991299836974,16.1069501489893,15.4988298383472,12.8352309952354
"23004","2",8801861,8801955,"+",20,50,8801892,15,"three_prime_UTR","AT2G20400","protein_coding","8801622","8801973",NA,NA,NA,NA,NA,NA,6.89991299836974,4.40821793551286,5.5967996638476,5.63497686591007
"23008","2",8804325,8804435,"+",16,61,8804371,30,"three_prime_UTR","AT2G20410","protein_coding","8804195","8804422",NA,NA,NA,NA,NA,NA,5.64538336230251,7.46006112163714,3.4441844085216,5.51654296415375
"23013","2",8807941,8808130,"+",85,1121,8808116,166,"three_prime_UTR","AT2G20420","protein_coding","8807859","8808171",NA,NA,NA,NA,NA,NA,127.962022878857,108.849073638433,118.39383904293,118.40164518674
"23019","2",8815115,8815338,"+",109,3518,8815181,1058,"three_prime_UTR","AT2G20450","protein_coding","8815072","8815379",NA,NA,NA,NA,NA,NA,350.013768462756,381.310851421862,306.101889307357,345.808836397325
"23027","2",8832794,8832929,"+",47,831,8832860,431,"three_prime_UTR","AT2G20490","protein_coding","8832724","8832929",NA,NA,NA,NA,NA,NA,96.5987819771763,84.264781305765,77.494149191736,86.1192374915591
"23031","2",8835217,8835290,"+",13,42,8835264,17,"exon","AT2G07305","lncRNA","8835103","8836069",NA,NA,NA,NA,NA,NA,1.25452963606723,3.560483717145,8.1799379702388,4.33165044115034
"23036","2",8843949,8844001,"+",25,282,8843955,69,"three_prime_UTR","AT2G20530","protein_coding","8843788","8844022",NA,NA,NA,NA,NA,NA,27.599651993479,26.4493076130771,35.3028901873464,29.7839499313008
"23049","2",8857622,8857789,"+",53,968,8857757,310,"three_prime_UTR","AT2G20570","protein_coding","8857523","8857758",NA,NA,NA,NA,NA,NA,116.671256154252,86.2993434298479,117.5327929408,106.834464174966
"23052","2",8864834,8864889,"+",20,419,8864851,86,"three_prime_UTR","AT2G20580","protein_coding","8864700","8864865",NA,NA,NA,NA,NA,NA,35.7540946279159,46.4558351665586,37.8860284937376,40.0319860960707
"23056","2",8866732,8866822,"+",18,89,8866767,34,"three_prime_UTR","AT2G20585","protein_coding","8866594","8866791",NA,NA,NA,NA,NA,NA,10.0362370885378,7.79915480898429,11.6241223787604,9.81983809209416
"23081","2",8924824,8924950,"+",43,239,8924931,65,"three_prime_UTR","AT2G20690","protein_coding","8924622","8924974",NA,NA,NA,NA,NA,NA,26.3451223574117,22.3801833649114,27.983998319238,25.5697680138537
"23093","2",8937438,8937562,"+",29,98,8937461,22,"three_prime_UTR","AT2G20740","protein_coding","8937293","8937554",NA,NA,NA,NA,NA,NA,8.15444263443696,9.83371693306714,11.6241223787604,9.87076064875484
"23096","2",8942630,8942709,"+",23,88,8942690,36,"three_prime_UTR","AT2G20750","protein_coding","8942431","8942706",NA,NA,NA,NA,NA,NA,6.89991299836974,8.64688902735214,11.1935993276952,8.91346711780569
"23100","2",8947282,8947308,"+",9,33,8947305,15,"three_prime_UTR","AT2G20770","protein_coding","8947042","8947310",NA,NA,NA,NA,NA,NA,3.76358890820168,3.39093687347143,3.0136613574564,3.38939571304317
"23105","2",8959737,8959784,"+",15,66,8959781,15,"five_prime_UTR","AT2G20815","protein_coding","8959255","8959987",NA,NA,NA,NA,NA,NA,6.89991299836974,7.96870165265786,3.4441844085216,6.10426635318307
"23114","2",8965268,8965482,"+",95,1959,8965372,321,"three_prime_UTR","AT2G20820","protein_coding","8965167","8965568",NA,NA,NA,NA,NA,NA,209.506449223227,208.373070874819,170.487128221819,196.122216106622
"23117","2",8981071,8981227,"+",61,558,8981200,249,"three_prime_UTR","AT2G20860","protein_coding","8980984","8981366",NA,NA,NA,NA,NA,NA,49.5539206246554,55.780911568605,64.57845765978,56.6377632843468
"23132","2",8989149,8989466,"+",146,5196,8989318,1628,"three_prime_UTR","AT2G20890","protein_coding","8989186","8989416",NA,NA,NA,NA,NA,NA,546.97492132531,497.959079869279,597.135471827433,547.356491007341
"23137","2",8999894,8999988,"+",37,397,8999911,75,"three_prime_UTR","AT2G20920","protein_coding","8999790","9000073",NA,NA,NA,NA,NA,NA,41.3994779902184,40.5216956379836,39.6081206979984,40.5097647754001
"23150","2",9009619,9009714,"+",20,128,9009688,46,"three_prime_UTR","AT2G20960","protein_coding","9009612","9009790",NA,NA,NA,NA,NA,NA,11.9180315426386,14.0723880249064,11.1935993276952,12.3946729650801
"23151","2",9009756,9009789,"+",12,49,9009767,16,"three_prime_UTR","AT2G20960","protein_coding","9009612","9009790",NA,NA,NA,NA,NA,NA,6.27264818033613,4.57776477918643,5.1662766127824,5.33889652410165
"23159","2",9017899,9018115,"+",103,1572,9017962,283,"three_prime_UTR","AT2G20990","protein_coding","9017830","9018099",NA,NA,NA,NA,NA,NA,116.043991336218,174.124608452758,154.988298383472,148.385632724149
"23168","2",9036658,9036702,"+",10,71,9036663,35,"intergenic","AT2G21050","protein_coding","9036636","9040852","AT2G21050",9034056,9036636,"AT2G21070",9040852,9043651,8.78170745247058,7.12096743429,6.457845765978,7.45350688424619
"23184","2",9068057,9068159,"+",32,323,9068094,113,"three_prime_UTR","AT2G21150","protein_coding","9067922","9068228",NA,NA,NA,NA,NA,NA,30.1087112656134,30.6879787049164,40.4691668001288,33.7552855902196
"23189","2",9070349,9070471,"+",70,1631,9070428,728,"three_prime_UTR","AT2G21160","protein_coding","9070208","9070473",NA,NA,NA,NA,NA,NA,151.798085964134,165.477719425406,177.806020089928,165.027275159823
"23206","2",9082784,9082962,"+",47,395,9082884,169,"three_prime_UTR","AT2G21190","protein_coding","9082643","9083009",NA,NA,NA,NA,NA,NA,42.026742808252,38.1480398265536,44.3438742597156,41.5062189648404
